-0.476721	-0.270382	-0.465769	
-0.4432	-0.274402	-0.426612	
-0.410712	-0.277989	-0.386581	
-0.378354	-0.28191	-0.346325	
-0.348586	-0.285927	-0.304544	
-0.332327	-0.286763	-0.281307	
-0.302113	-0.279872	-0.248648	
-0.265285	-0.283926	-0.21262	
-0.232135	-0.313397	-0.187332	
-0.192988	-0.343592	-0.173332	
0.214764	-0.270913	-0.291071	
0.167609	-0.271143	-0.270935	
0.121235	-0.273042	-0.249336	
0.0754275	-0.276086	-0.226392	
0.0298486	-0.281197	-0.203573	
-0.00927974	-0.284428	-0.184977	
-0.047425	-0.289317	-0.174657	
-0.0959318	-0.305792	-0.172636	
-0.144472	-0.324486	-0.172783	
-0.192988	-0.343592	-0.173332	
-0.0753214	0.301383	-0.0956793	
-0.067111	0.352687	-0.0931496	
-0.0576105	0.386229	-0.0911234	
-0.0492272	0.412867	-0.0913302	
-0.030541	0.459777	-0.101598	
-0.347885	0.462791	-0.293129	
-0.343681	0.451703	-0.243214	
-0.340279	0.416974	-0.205991	
-0.334091	0.367472	-0.194079	
-0.322014	0.317757	-0.186264	
-0.309151	0.267482	-0.183091	
-0.2893	0.219015	-0.181604	
-0.258716	0.177708	-0.178779	
-0.213781	0.154763	-0.168343	
-0.186392	0.137501	-0.161971	
-0.181645	0.109904	-0.16347	
-0.183731	0.0588825	-0.168455	
-0.183428	0.00744637	-0.171745	
-0.18263	-0.0435124	-0.174332	
-0.181524	-0.0949773	-0.176423	
-0.180238	-0.146528	-0.178237	
-0.178877	-0.197757	-0.17994	
-0.175654	-0.249236	-0.180078	
-0.192988	-0.343592	-0.173332	
-0.164773	-0.389412	-0.168371	
