-0.4752	-0.270135	-0.465933	
-0.453203	-0.273818	-0.41927	
-0.432738	-0.276124	-0.371912	
-0.413367	-0.279754	-0.324639	
-0.395752	-0.286283	-0.276946	
-0.378357	-0.288956	-0.241454	
-0.343261	-0.289773	-0.202382	
-0.304751	-0.285369	-0.167823	
-0.265033	-0.272725	-0.137832	
0.0895571	-0.269915	-0.316264	
0.0481618	-0.270677	-0.286422	
0.00838933	-0.272174	-0.254146	
-0.0299368	-0.276298	-0.220559	
-0.0687616	-0.28476	-0.188094	
-0.110505	-0.286087	-0.165476	
-0.160953	-0.282302	-0.154227	
-0.211374	-0.277762	-0.145922	
-0.265033	-0.272725	-0.137832	
-0.438651	0.468086	-0.235941	
-0.425705	0.448905	-0.189859	
-0.417097	0.410747	-0.156887	
-0.409055	0.361949	-0.14363	
-0.398428	0.312148	-0.137641	
-0.391268	0.279913	-0.136873	
-0.382408	0.246196	-0.137843	
-0.365146	0.19816	-0.139319	
-0.34059	0.153023	-0.136555	
-0.304772	0.116386	-0.128931	
-0.26666	0.0808126	-0.12053	
-0.0833359	0.466912	-0.074621	
-0.114908	0.43322	-0.0521917	
-0.134683	0.386089	-0.0465224	
-0.149035	0.33694	-0.0476642	
-0.160277	0.287598	-0.0555058	
-0.167748	0.247594	-0.0661307	
-0.178317	0.19942	-0.0801084	
-0.199552	0.154686	-0.0931116	
-0.232021	0.117352	-0.106697	
-0.26666	0.0808126	-0.12053	
-0.265033	-0.272725	-0.137832	
-0.257468	-0.221366	-0.137041	
-0.259633	-0.168853	-0.134021	
-0.261658	-0.116199	-0.131035	
-0.262942	-0.07625	-0.12892	
-0.264519	-0.0229968	-0.12617	
-0.265864	0.029352	-0.123543	
-0.26666	0.0808126	-0.12053	
