-0.00892664	-0.284213	-0.369082	
-0.0389388	-0.282881	-0.32712	
-0.0674154	-0.283573	-0.284359	
-0.0945254	-0.28408	-0.239833	
-0.121471	-0.289645	-0.196807	
-0.161499	-0.286626	-0.164479	
-0.211709	-0.274227	-0.145997	
-0.257543	-0.256478	-0.131365	
-0.275217	-0.22425	-0.124892	
-0.277204	-0.173241	-0.120909	
-0.278912	-0.121875	-0.117262	
-0.28036	-0.0701122	-0.113924	
-0.28137	-0.0189401	-0.110981	
-0.2819	0.0321317	-0.108321	
-0.280332	0.0831424	-0.104963	
-0.36819	-0.293855	-0.212188	
-0.375295	-0.293219	-0.264269	
-0.377904	-0.289902	-0.315952	
-0.382839	-0.289595	-0.364477	
-0.389113	-0.288855	-0.416486	
-0.397446	-0.286421	-0.467369	
-0.424483	0.336146	-0.123246	
-0.431995	0.38363	-0.141324	
-0.436153	0.410434	-0.147837	
-0.440799	0.441784	-0.172785	
-0.448016	0.46695	-0.218085	
-0.106025	0.451984	-0.0651891	
-0.138111	0.419993	-0.0414669	
-0.157647	0.373098	-0.0361527	
-0.171022	0.323508	-0.0384762	
-0.181035	0.274044	-0.047984	
-0.18739	0.237245	-0.0577204	
-0.192997	0.205267	-0.0662377	
-0.216725	0.161886	-0.0790799	
-0.247448	0.123033	-0.0917608	
-0.280332	0.0831424	-0.104963	
-0.420543	0.329734	-0.127917	
-0.40993	0.279374	-0.126626	
-0.39675	0.230017	-0.128031	
-0.381143	0.18135	-0.1279	
-0.360676	0.144696	-0.122889	
-0.321318	0.112579	-0.113844	
-0.280332	0.0831424	-0.104963	
