-0.277223	-0.296075	-0.470172	
-0.286139	-0.295847	-0.419757	
-0.297129	-0.296382	-0.369853	
-0.310874	-0.297795	-0.320447	
-0.320452	-0.297837	-0.281279	
-0.307509	-0.286287	-0.232311	
-0.288088	-0.27229	-0.186047	
-0.267168	-0.257743	-0.141273	
-0.103814	-0.290799	-0.426347	
-0.118555	-0.288344	-0.377524	
-0.131552	-0.288147	-0.327914	
-0.14236	-0.289128	-0.277854	
-0.151349	-0.292377	-0.238849	
-0.18335	-0.285784	-0.199479	
-0.224625	-0.272221	-0.169837	
-0.267168	-0.257743	-0.141273	
-0.106326	0.457168	-0.0699766	
-0.136397	0.42247	-0.047675	
-0.154324	0.374826	-0.0418561	
-0.165729	0.324791	-0.045512	
-0.175888	0.27527	-0.0554412	
-0.182434	0.243801	-0.0638174	
-0.191013	0.206186	-0.0739476	
-0.214886	0.162682	-0.0873604	
-0.246244	0.124133	-0.101576	
-0.279552	0.0856555	-0.116238	
-0.449649	0.476888	-0.236579	
-0.444048	0.457806	-0.189564	
-0.435166	0.419342	-0.156046	
-0.425442	0.371373	-0.141307	
-0.414791	0.321853	-0.133484	
-0.40492	0.281294	-0.13177	
-0.395096	0.247245	-0.13324	
-0.378818	0.198565	-0.136808	
-0.354186	0.15341	-0.134907	
-0.316861	0.119573	-0.12593	
-0.279552	0.0856555	-0.116238	
-0.267168	-0.257743	-0.141273	
-0.269494	-0.205114	-0.135559	
-0.271918	-0.153876	-0.129963	
-0.274129	-0.101096	-0.125923	
-0.275769	-0.0604679	-0.123527	
-0.277452	-0.0189316	-0.121398	
-0.279439	0.0336826	-0.119191	
-0.279552	0.0856555	-0.116238	
